"","minExpected","MinPlayed","Prob"
"1135",35,6,4.4e-05
"1136",35,7,5.8e-05
"1137",35,8,7.3e-05
"1138",35,9,9.8e-05
"1139",35,10,0.00013
"1140",35,11,0.000179
"1141",35,12,0.000259
"1142",35,13,0.000345
"1143",35,14,0.000489
"1144",35,15,0.00059
"1145",35,16,0.000872
"1146",35,17,0.001182
"1147",35,18,0.001635
"1148",35,19,0.002122
"1149",35,20,0.002779
"1150",35,21,0.003684
"1151",35,22,0.004902
"1152",35,23,0.006439
"1153",35,24,0.008409
"1154",35,25,0.010785
"1155",35,26,0.013782
"1156",35,27,0.017726
"1157",35,28,0.022712
"1158",35,29,0.027979
"1159",35,30,0.034859
"1160",35,31,0.042498
"1161",35,32,0.051588
"1162",35,33,0.060642
"1163",35,34,0.070827
"1164",35,35,0.080729
"1165",35,36,0.090337
"1166",35,37,0.098087
"1167",35,38,0.102579
"1168",35,39,0.103076
"1169",35,40,0.049768
"1170",35,41,0.037922
"1171",35,42,0.025674
"1172",35,43,0.015118
"1173",35,44,0.006696
"1174",35,45,0.001999
"1175",35,46,0.000249
"1176",36,1,7e-06
"1177",36,2,3e-06
"1178",36,3,8e-06
"1179",36,4,1.3e-05
"1180",36,5,1.7e-05
"1181",36,6,1.7e-05
"1182",36,7,4.7e-05
"1183",36,8,6.4e-05
"1184",36,9,7.8e-05
"1185",36,10,9e-05
"1186",36,11,0.000112
"1187",36,12,0.000196
"1188",36,13,0.00023
"1189",36,14,0.000323
"1190",36,15,0.000457
"1191",36,16,0.000598
"1192",36,17,0.000792
"1193",36,18,0.001025
"1194",36,19,0.001511
"1195",36,20,0.001948
"1196",36,21,0.002585
"1197",36,22,0.003445
"1198",36,23,0.00467
"1199",36,24,0.005964
"1200",36,25,0.007682
"1201",36,26,0.010223
"1202",36,27,0.012801
"1203",36,28,0.01674
"1204",36,29,0.021459
"1205",36,30,0.026786
"1206",36,31,0.033563
"1207",36,32,0.041797
"1208",36,33,0.051521
"1209",36,34,0.061838
"1210",36,35,0.073911
"1211",36,36,0.086021
"1212",36,37,0.098892
"1213",36,38,0.110011
"1214",36,39,0.119114
"1215",36,40,0.061999
"1216",36,41,0.052585
"1217",36,42,0.040172
"1218",36,43,0.027011
"1219",36,44,0.014807
"1220",36,45,0.005849
"1221",36,46,0.001018
"1222",37,1,6e-06
"1223",37,2,2e-06
"1224",37,3,4e-06
"1225",37,4,1.8e-05
"1226",37,5,1.2e-05
"1227",37,6,1.7e-05
"1228",37,7,1.8e-05
"1229",37,8,3.4e-05
"1230",37,9,5.6e-05
"1231",37,10,6e-05
"1232",37,11,8.7e-05
"1233",37,12,0.000126
"1234",37,13,0.000164
"1235",37,14,0.000217
"1236",37,15,0.000257
"1237",37,16,0.000426
"1238",37,17,0.000579
"1239",37,18,0.000701
"1240",37,19,0.000931
"1241",37,20,0.001258
"1242",37,21,0.001795
"1243",37,22,0.00226
"1244",37,23,0.003058
"1245",37,24,0.004055
"1246",37,25,0.005436
"1247",37,26,0.007019
"1248",37,27,0.009483
"1249",37,28,0.012369
"1250",37,29,0.015791
"1251",37,30,0.020695
"1252",37,31,0.02596
"1253",37,32,0.033709
"1254",37,33,0.041609
"1255",37,34,0.052198
"1256",37,35,0.064369
"1257",37,36,0.078325
"1258",37,37,0.094354
"1259",37,38,0.111112
"1260",37,39,0.128
"1261",37,40,0.071427
"1262",37,41,0.065904
"1263",37,42,0.056785
"1264",37,43,0.043634
"1265",37,44,0.028368
"1266",37,45,0.013754
"1267",37,46,0.003558
"1268",38,2,4e-06
"1269",38,3,3e-06
"1270",38,4,6e-06
"1271",38,5,9e-06
"1272",38,6,1.7e-05
"1273",38,7,5e-06
"1274",38,8,2.5e-05
"1275",38,9,2.3e-05
"1276",38,10,3.9e-05
"1277",38,11,5.1e-05
"1278",38,12,7.5e-05
"1279",38,13,0.000106
"1280",38,14,0.00016
"1281",38,15,0.000199
"1282",38,16,0.000219
"1283",38,17,0.000344
"1284",38,18,0.000463
"1285",38,19,0.000626
"1286",38,20,0.000855
"1287",38,21,0.001057
"1288",38,22,0.001439
"1289",38,23,0.002041
"1290",38,24,0.002726
"1291",38,25,0.003817
"1292",38,26,0.004866
"1293",38,27,0.006352
"1294",38,28,0.008585
"1295",38,29,0.011042
"1296",38,30,0.01505
"1297",38,31,0.019659
"1298",38,32,0.025095
"1299",38,33,0.032797
"1300",38,34,0.042854
"1301",38,35,0.054017
"1302",38,36,0.0691
"1303",38,37,0.085949
"1304",38,38,0.106832
"1305",38,39,0.129699
"1306",38,40,0.077401
"1307",38,41,0.077501
"1308",38,42,0.072434
"1309",38,43,0.06223
"1310",38,44,0.046802
"1311",38,45,0.027756
"1312",38,46,0.00967
"1313",39,1,2e-06
"1314",39,2,2e-06
"1315",39,3,3e-06
"1316",39,4,2e-06
"1317",39,5,2e-06
"1318",39,6,4e-06
"1319",39,7,1.2e-05
"1320",39,8,1.2e-05
"1321",39,9,1.3e-05
"1322",39,10,3e-05
"1323",39,11,2.7e-05
"1324",39,12,4e-05
"1325",39,13,4.4e-05
"1326",39,14,7.7e-05
"1327",39,15,0.000102
"1328",39,16,0.000136
"1329",39,17,0.00022
"1330",39,18,0.000289
"1331",39,19,0.000352
"1332",39,20,0.000522
"1333",39,21,0.000674
"1334",39,22,0.00085
"1335",39,23,0.001274
"1336",39,24,0.001716
"1337",39,25,0.00235
"1338",39,26,0.003145
"1339",39,27,0.004286
"1340",39,28,0.005827
"1341",39,29,0.007742
"1342",39,30,0.010519
"1343",39,31,0.013872
"1344",39,32,0.018424
"1345",39,33,0.024992
"1346",39,34,0.03306
"1347",39,35,0.043425
"1348",39,36,0.056979
"1349",39,37,0.075289
"1350",39,38,0.09665
"1351",39,39,0.124436
"1352",39,40,0.078798
"1353",39,41,0.084047
"1354",39,42,0.086274
"1355",39,43,0.082074
"1356",39,44,0.069857
"1357",39,45,0.049266
"1358",39,46,0.022283
"1359",40,4,3e-06
"1360",40,5,1e-06
"1361",40,6,2e-06
"1362",40,7,4e-06
"1363",40,8,1.1e-05
"1364",40,9,8e-06
"1365",40,10,1.4e-05
"1366",40,11,2.2e-05
"1367",40,12,2e-05
"1368",40,13,2.5e-05
"1369",40,14,4.8e-05
"1370",40,15,5.7e-05
"1371",40,16,8.7e-05
"1372",40,17,9.8e-05
"1373",40,18,0.000158
"1374",40,19,0.000211
"1375",40,20,0.000321
"1376",40,21,0.00043
"1377",40,22,0.000565
"1378",40,23,0.000768
"1379",40,24,0.001052
"1380",40,25,0.00141
"1381",40,26,0.001908
"1382",40,27,0.002758
"1383",40,28,0.003662
"1384",40,29,0.005124
"1385",40,30,0.006978
"1386",40,31,0.009575
"1387",40,32,0.013511
"1388",40,33,0.018047
"1389",40,34,0.02509
"1390",40,35,0.033394
"1391",40,36,0.046005
"1392",40,37,0.061784
"1393",40,38,0.083236
"1394",40,39,0.112672
"1395",40,40,0.075001
"1396",40,41,0.085828
"1397",40,42,0.094429
"1398",40,43,0.097715
"1399",40,44,0.094532
"1400",40,45,0.077866
"1401",40,46,0.04557
